Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,192706,40228,170.0,4728.536950209649,54.27219999995714,25665.1655,677.307234855168,640.2804527233736,133.66061280995856,170,450,780,21000,21000,22000,23000,24000,25000,26000,26000
,Aggregated,192706,40228,170.0,4728.536950209649,54.27219999995714,25665.1655,677.307234855168,640.2804527233736,133.66061280995856,170,450,780,21000,21000,22000,23000,24000,25000,26000,26000
