Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,272825,39056,520.0,29789.685844720112,54.96500000000282,404036.2776,733.4601447814533,453.81256101416193,64.96509991008561,520,850,1300,2200,50000,296000,363000,382000,399000,403000,404000
,Aggregated,272825,39056,520.0,29789.685844720112,54.96500000000282,404036.2776,733.4601447814533,453.81256101416193,64.96509991008561,520,850,1300,2200,50000,296000,363000,382000,399000,403000,404000
